number	name_ja	name_en	height_cm
1	市川 真人	Masato Ichikawa	206
3	伊藤 達哉	Tatsuya Ito	173
4	ロバーツ ケイン	Kaine Roberts	187
8	クリストファー・スミス	Christopher Smith	193
10	上澤 俊喜	Toshiki Kamisawa	176
13	ドウェイン・エバンス	DwayneEvans II	201
14	佐古 竜誠	Ryusei Sako	178
21	渡部 琉	Ryu Watanabe	193
23	コフィ・コーバーン	Kofi Cockburn	211
24	メイヨ ニック	Nick Mayo	206
30	山崎 稜	Ryo Yamazaki	183
32	晴山 ケビン	Kevin Hareyama	191
34	三谷 桂司朗	Keijiro Mitani	192
88	佐藤 涼成	Ryosei Sato	175
0	小寺 ハミルトンゲイリー	Hamiltongary Kotera	206
0	寺嶋 良	Ryo Terashima	175
