number	name_ja	name_en	height_cm
1	レイ・パークスジュニア	RayParks Jr.	193
4	青木 保憲	Yasunori Aoki	182
5	マット・ボンズ	Matt Bonds	196
7	高橋 快成	Kaisei Takahashi	176
8	植松 義也	Yoshiya Uematsu	190
11	ライアン・ルーサー	Ryan Luther	204
15	竹内 譲次	Joji Takeuchi	207
20	合田 怜	Rei Goda	183
23	シリル・ニースミス	CyrilNesmith II	206
31	木下 誠	Makoto Kinoshita	185
35	鈴木 達也	Tatsuya Suzuki	169
51	浅井 弘士郎	Koshiro Asai	188
52	ヴォーディミル・ゲルン	Volodymyr Gerun	208
60	坂本 聖芽	Seiga Sakamoto	182
88	牧 隼利	Hayato Maki	188
