number	name_ja	name_en	height_cm
1	ヤンテ・メイテン	Yante Maten	201
2	デイビッド・ヌワバ	David Nwaba	196
5	大浦 颯太	Sota Oura	182
7	キャメロン・ジャクソン	Cameron Jackson	203
10	吉井 裕鷹	Hirotaka Yoshii	196
11	浅井 英矢	Hideya Asai	197
14	湧川 颯斗	Hayato Wakugawa	197
15	河田 チリジ	Tshilidzi Kawata	208
20	根本 大	Dai Nemoto	180
21	鈴木 悠介	Yusuke Suzuki	200
24	佐々木 隆成	Ryusei Sasaki	180
28	津屋 一球	Kazuma Tsuya	191
33	児玉 ジュニア	Junior Kodama	178
