number	name_ja	name_en	height_cm
1	中野 司	Tsukasa Nakano	185
2	菅野 陸	Riku Sugeno	178
3	大久保 友貴	Yuuki Okubo	173
5	ジュフ・伴馬	Diouf Bamba	198
7	渡邊 翔太	Shota Watanabe	181
9	新川 敬大	Keita Shinkawa	187
13	笠井 康平	Kohei Kasai	176
14	小川 翔矢	Shoya Ogawa	184
15	パトリック・ガードナー	Patrick Gardner	213
20	ワイリー 光希スカイ	Kokisky Wiley	190
24	ジャック・ナンジ	Jack Nunge	212
34	ジェフ・ギブス	Jeff Gibbs	188
42	益子 拓己	Takumi Masuko	186
44	米山 ジャバ 偉生	Eo JavaYoneyama	190
55	ケニー・マニゴールト	Kenny Manigault	196
