number	name_ja	name_en	height_cm
1	トーマス・ケネディ	Thomas Kennedy	201
5	元澤 誠	Sei Motozawa	184
7	長野 誠史	Satoshi Nagano	175
9	平 寿哉	Toshiya Taira	176
10	ジェイク・レイマン	Jake Layman	206
11	久保田 義章	Yoshiaki Kubota	175
13	須田 侑太郎	Yutaro Suda	190
18	角野 亮伍	Ryogo Sumino	192
19	西田 優大	Yudai Nishida	190
27	石井 講祐	Kosuke Ishii	182
30	アーロン・ホワイト	Aaron White	206
32	シェーファー アヴィ幸樹	Avi KokiSchafer	206
54	ダバンテ・ガードナー	Davante Gardner	203
