number	name_ja	name_en	height_cm
1	大塚 勇人	Yuto Otsuka	173
4	ジェイミン・ブレイクフィールド	Jaemyn Brakefield	203
7	古牧 昌也	Masaya Komaki	186
10	イデムディア オサセレ	Osasere Idemudia	196
11	ナイジェル・スパイクス	Nigel Spikes	208
14	坂口 竜也	Tatsuya Sakaguchi	182
15	植田 碧羽	Aoba Ueda	168
18	相馬 卓弥	Takuya Soma	182
20	石井 峻平	Shunpei Ishii	188
22	ヴャチェスラフ・ペトロフ	Viacheslav Petrov	204
24	本多 純平	Jumpei Honda	190
29	間山 柊	Shu Mayama	195
88	中谷 衿夢	Erimu Nakatani	178
0	小林 遥太	Ryota Kobayashi	178
