number	name_ja	name_en	height_cm
1	松本 健児リオン	Kenji leonMatsumoto	183
4	狩俣 昌也	Masaya Karimata	178
5	イ ヒョンジュン	Hyunjung Lee	201
6	森田 雄次	Yuji Morita	173
7	ジャレル・ブラントリー	Jarrell Brantley	201
9	森川 正明	Masaaki Morikawa	191
11	熊谷 航	Ko Kumagai	173
13	星川 堅信	Kenshin Hoshikawa	190
14	スタンリー・ジョンソン	Stanley Johnson	198
17	山口 颯斗	Hayato Yamaguchi	195
18	馬場 雄大	Yudai Baba	196
21	菅野 翔太	Shota Kanno	190
25	アキル・ミッチェル	Akil Mitchell	206
32	田中 流嘉州	Lucas Tanaka	194
99	川真田 紘也	Koya Kawamata	204
