number	name_ja	name_en	height_cm
1	マリアル・シャヨク	Marial Shayok	196
3	黒川 虎徹	Kotetsu Kurokawa	175
5	前田 怜緒	Reo Maeda	191
7	デレク・パードン	Dererk Pardon	203
8	長谷川 智也	Tomoya Hasegawa	185
11	杉本 慶	Kei Sugimoto	184
16	大崎 裕太	Yuta Osaki	177
21	ブランドン・アシュリー	Brandon Ashley	206
22	トレイ・ポーター	Trey Porter	210
24	大塚 裕土	Yuto Otsuka	188
27	熊谷 尚也	Naoya Kumagae	195
33	エヴァンス ルーク	Luke Evans	203
42	渡邉 伶音	Leon Watanabe	206
0	木田 貴明	Takaaki Kida	188
