number	name_ja	name_en	height_cm
1	ジャレル・マーティン	Jarell Martin	208
4	四家 魁人	Kaito Shike	175
5	アンソニー・クレモンズ	Anthony Clemmons	187
7	松山 駿	Shun Matsuyama	175
8	ジャワラ ジョゼフ	Joseph Diawara	197
9	デイボン・リード	Davon Reed	198
10	三ツ井 利也	Kazuya Mitsui	190
11	カイ・ソット	Kai Sotto	220
12	池田 祐一	Yuichi Ikeda	183
13	堀 陽稀	Haruki Hori	190
14	大庭 岳輝	Takeru Oba	184
18	鎌田 裕也	Yuya Kamata	197
23	稲田 貫大	Kanta Inada	174
28	菅原 佳依	Kai Sugawara	191
31	喜多川 修平	Shuhei Kitagawa	185
45	セクー・ドゥムブヤ	Sekou Doumbouya	206
