number	name_ja	name_en	height_cm
1	コー・フリッピン	Koh Flippin	188
4	トレイ・ジョーンズ	Trey Jones	196
6	中村 拓人	Takuto Nakamura	184
8	ケリー・ブラックシアー・ジュニア	Kerry Blackshear Jr	208
9	辻 直人	Naoto Tsuji	185
12	十返 翔里	Shori Togaeri	192
14	佐藤 誠人	Makoto Sato	190
15	エージェー・エドゥ	A.J.Edu	208
16	淺野 ケニー	Kenny Asano	198
29	細川 一輝	Kazuki Hosokawa	187
30	テレンス・ウッドベリー	Terrance Woodbury	203
32	ヨハネス・ティーマン	Johannes Thiemann	206
55	谷口 大智	Daichi Taniguchi	201
0	藤井 祐眞	Yuma Fujii	178
