number	name_ja	name_en	height_cm
1	関野 剛平	Kohei Sekino	183
2	ドワイト・ラモス	Dwight Ramos	193
5	ケビン・ジョーンズ	Kevin Jones	203
6	菊地 広人	Hiroto Kikuchi	178
8	木林 優	Yu Kibayashi	200
12	市場 脩斗	Shuto Ichiba	187
14	星野 京介	Kyosuke Hoshino	184
15	島谷 怜	Ren Shimatani	175
18	内藤 耀悠	Teruchika Naito	191
19	安藤 煌太朗	Kotaro Ando	182
20	ジョーダン・ナタイ	Jordan Ngatai	196
21	ジョン・ハーラー	John Harrar	205
22	ジャリル・オカフォー	Jahlil Okafor	211
30	富永 啓生	Keisei Tominaga	188
34	盛實 海翔	Kaito Morizane	187
40	西村 優真	Yuma Nishimura	182
