number	name_ja	name_en	height_cm
3	安藤 誓哉	Seiya Ando	181
4	ダミアン・イングリス	Damien Inglis	204
6	新井 楽人	Gakuto Arai	190
7	谷口 光貴	Hiroki Taniguchi	190
8	ゲイリー・クラーク	Gary Clark	200
10	前野 幹太	Kanta Maeno	194
11	佐藤 凪	Nagi Sato	176
15	キーファー・ラベナ	Kiefer Ravena	183
18	森井 健太	Kenta Morii	178
21	マイク・コッツァー	Maik Kotsar	209
23	キング 開	Kai King	185
24	松崎 裕樹	Hiroki Matsuzaki	192
25	ケーレブ・ターズースキー	Kaleb Tarczewski	212
30	須藤 昂矢	Koya Sudo	186
51	兪 龍海	Tatsumi Yu	197
77	江原 行佐	Isa Ehara	194
