number	name_ja	name_en	height_cm
3	並里 成	Narito Namizato	172
5	針間 大知	Daichi Harima	185
6	須藤 タイレル拓	Tyrell TakuSudo	184
7	伊藤 治輝	Haruki Ito	196
9	宇都宮 陸	Riku Utsunomiya	177
10	杉本 天昇	Tensho Sugimoto	186
11	月岡 熙	Hikaru Tsukioka	174
12	平松 克樹	Katsuki Hiramatsu	172
15	マイロ・マーフィー	Mylo Murphy	198
17	神田 壮一郎	Soichiro Kanda	190
20	フランシス・ロペス	Francis Lopez	193
21	笹山 貴哉	Takaya Sasayama	180
22	ジェレミー・ジョーンズ	Jeremy Jones	201
23	保岡 龍斗	Ryuto Yasuoka	188
54	ショーン・オマラ	Sean O'mara	208
0	ジャモルコ・ピケット	Jamorko Pickett	206
