number	name_ja	name_en	height_cm
1	ジャメール・マクリーン	Jamel Mclean	203
2	栗原 翼	Tsubasa Kurihara	182
5	田口 成浩	Shigehiro Taguchi	184
6	赤穂 雷太	Raita Akaho	196
10	ヤニー・ウェッツェル	Yanni Wetzell	208
11	内藤 晴樹	Haruki Naito	187
12	元田 大陽	Taiyo Motoda	189
13	小川 瑛次郎	Eijiro Ogawa	186
14	菅原 暉	Teru Sugawara	183
15	タナー・ライスナー	Tanner Leissner	201
17	中山 拓哉	Takuya Nakayama	182
22	アリ・メザー	Ali Mezher	182
24	髙比良 寛治	Kanji Takahira	183
25	キアヌ・ピンダー	Keanu Pinder	210
77	土屋 アリスター時生	Alistair TokioTsuchiya	201
