number	name_ja	name_en	height_cm
2	梅村 帝武	Tim Umemura	188
4	寺園 脩斗	Shuto Terazono	172
5	アイザック・バッツ	Isaac Butts	208
8	八村 阿蓮	Allen Hachimura	198
9	谷 直樹	Naoki Tani	193
12	木村 圭吾	Keigo Kimura	188
13	道原 紀晃	Noriaki Dohara	178
23	ヨーリ・チャイルズ	Yoeli Childs	202
24	中島 三千哉	Michiya Nakajima	179
30	金田 龍弥	Ryuya Kaneda	195
32	ルーク・メイ	Luke Maye	203
33	笹倉 怜寿	Reiju Sasakura	187
90	野溝 利一	Riichi Nomizo	160
