number	name_ja	name_en	height_cm
1	後藤 翔平	Shohei Goto	180
2	石川 晴道	Harumichi Ishikawa	170
4	ノア・ガーリー	Noah Gurley	203
6	山際 爽吾	Sogo Yamagiwa	180
7	中野 友都	Yuto Nakano	185
8	山崎 凜	Rin Yamazaki	194
10	仁平 拓海	Takumi Nihira	191
15	マルコ・テヒチ	Marko Tejic	211
18	佐伯 崚介	Ryosuke Saeki	185
22	門馬 圭二郎	Keijiro Monma	185
30	平良 宗龍	Shutatsu Taira	182
31	吉田 龍空	Riku Yoshida	192
32	臼井 弘樹	Hiroki Usui	193
61	クレイ・マウンス	Clay Mounce	201
0	関屋 心	Kokoro Sekiya	180
