number	name_ja	name_en	height_cm
1	ナイム・ラバイ	Naim Rabay	203
2	パトリック・アウダ	Patrik Auda	204
5	佐藤 星来	Sera Sato	173
7	飴谷 由毅	Yoshiki Ametani	193
9	藤本 巧太	Kota Fujimoto	175
10	駒水 大雅 ジャック	Taiga JackKomamizu	200
12	藤田 浩司	Hiroshi Fujita	190
14	兒玉 貴通	Takayuki Kodama	166
20	多田 武史	Takeshi Tada	186
22	ジョシュ・シャーマ	Josh Sharma	211
23	アンソニー・ゲインズ・ジュニア	AnthonyGaines Jr.	193
31	松野 遥弥	Haruya Matsuno	190
32	武藤 修平	Shuhei Muto	192
33	三森 啓右	Keisuke Mimori	203
34	遠藤 善	Zen Endo	183
0	井上 大道	Hiromichi Inoue	180
