number	name_ja	name_en	height_cm
2	小針 幸也	Koya Kobari	172
4	ヴィック・ロー	Vic Law	201
8	佐土原 遼	Ryo Sadohara	192
10	荒川 颯	Hayate Arakawa	182
14	岸本 隆一	Ryuichi Kishimoto	176
15	松脇 圭志	Yoshiyuki Matsuwaki	185
17	崎濱 秀斗	Shuto Sakihama	178
18	脇 真大	Masahiro Waki	193
21	デイミアン・ドットソン	Damyean Dotson	196
27	ウィタカ ケンタ	Kenta Whitaker	202
34	小野寺 祥太	Shota Onodera	182
45	ジャック・クーリー	Jack Cooley	206
47	平良 彰吾	Shogo Taira	170
53	アレックス・カーク	Alex Kirk	211
77	佐取 龍之介	Ryunosuke Satori	187
