number	name_ja	name_en	height_cm
3	エリエット・ドンリー	Eliet Donley	198
4	小玉 大智	Taichi Kodama	185
5	土家 大輝	Daiki Tsuchiya	174
7	アンジェロ・チョル	Angelo Chol	206
11	小栗 瑛哉	Akitoshi Oguri	175
12	栗原 ルイス	Louis Kurihara	188
15	アキ・チェンバース	Aki Chambers	191
24	マイク・ダウム	Mike Daum	206
27	東海林 奨	Susumu Tokairin	193
34	渡邉 飛勇	Hugh Watanabe	207
46	生原 秀将	Shusuke Ikuhara	182
50	ウェイン・マーシャル	Wayne Marshall	211
51	横山 悠人	Haruto Yokoyama	183
0	福島 ハリス慈音ウチェ	Harris Jion Uche Fukushima	190
