number	name_ja	name_en	height_cm
3	岡島 和真	Kazuma Okajima	171
7	船生 誠也	Seiya Funyu	195
8	ジャレット・カルバー	Jarrett Culver	198
9	セルジオ・エル ダーウィッチ	SergioEl Darwich	194
11	荒谷 裕秀	Hirohide Araya	189
14	杉浦 佑成	Yusei Sugiura	196
15	渡辺 翔太	Shota Watanabe	168
21	ブーバカー・トゥーレ	Boubacar Toure	213
23	半澤 凌太	Ryota Hanzawa	192
24	新沼 康生	Kosei Niinuma	194
45	ネイサン・ブース	Nathan Boothe	208
75	井上 宗一郎	Soichiro Inoue	201
77	丹野 路和	Rowa Tanno	176
96	阿部 真冴橙	Masato Abe	181
