number	name_ja	name_en	height_cm
6	下山 瑛司	Eiji Shimoyama	169
7	西川 貴之	Takanobu Nishikawa	196
8	青木 龍史	Ryuji Aoki	178
10	スン スーヤオ	Siyao Sun	210
12	寒竹 隼人	Hayato Kantake	194
15	白谷 柱誠 ジャック	Chuson JackShiratani	194
20	中谷 麻登	Mato Nakatani	177
23	村上 駿斗	Shunto Murakami	185
24	ジャスティン・バーレル	Justin Burrell	204
32	狩野 祐介	Yusuke Karino	184
33	加藤 寿一	Toshikazu Kato	192
34	パブロ・アギラール	Pablo Aguilar	204
0	會田 圭佑	Keisuke Aita	183
