number	name_ja	name_en	height_cm
3	澁田 怜音	Leon Shibuta	176
7	西部 秀馬	Shuma Nishibe	189
10	チャールズ・ジャクソン	Charles Jackson	208
12	小川 麻斗	Asato Ogawa	176
13	前田 悟	Satoru Maeta	192
15	川嶋 勇人	Hayato Kawashima	186
16	渡辺 竜之佑	Ryunosuke Watanabe	189
24	ラシード ファラーズ	Faraz Rashid	202
32	アンジェロ・カロイアロ	Angelo Caloiaro	203
33	アイラ・ブラウン	Ira Brown	193
35	ジョーダン・ヒース	Jordan Heath	210
39	ホール 百音 アレックス	Mone AlexHall	190
51	古川 孝敏	Takatoshi Furukawa	190
0	小野 龍猛	Ryumo Ono	197
