number	name_ja	name_en	height_cm
1	トレイ・ボイド	Tray Boyd	193
4	スティーブン・ハート	Stephen Hurt	210
5	ディクソンジュニア タリキ	TarikiDickson JR.	181
8	西山 達哉	Tatsuya Nishiyama	172
10	永野 威旺	Io Nagano	178
11	木下 大南帆	Hironao Kinoshita	192
13	大橋 大空	Hirotaka Ohashi	165
14	カリム・エゼディン	Karim Ezzeddine	206
18	クーリバリ セリンムルタラ	Serignemourtalla Coulibaly	188
20	ザック・モーア	Zack Moore	198
21	エライジャ・ウィリアムス	Elyjah Williams	201
33	杉山 裕介	Yusuke Sugiyama	183
34	ベンジャミン・ローソン	Benjamin Lawson	216
93	上良 潤起	Junki Uera	187
0	板橋 真平	Shinpei Itabashi	168
