number	name_ja	name_en	height_cm
1	林 瑛司	Eiji Hayashi	188
2	古野 拓巳	Takumi Furuno	178
3	マイケル・パーカー	Michael Parker	200
6	平 凌輝	Ryoki Taira	188
13	俊野 佳彦	Yoshihiko Toshino	188
16	マット・ハームス	Matt Haarms	221
17	武内 理貴	Riki Takeuchi	181
20	原田 大和	Yamato Harada	184
21	伊藤 良太	Ryota Ito	177
44	シャキール・ハインズ	Shaquille Hines	201
50	ミッチェル・ワット	Mitchell Watt	208
65	玉木 祥護	Shogo Tamaki	195
0	奥田 雄伍	Yugo Okuda	176
