number	name_ja	name_en	height_cm
1	ドンテ・グランタム	Donte Grantham	203
3	ジャン・ローレンス・ハーパージュニア	John LawrenceHarper Jr.	181
4	トロイ・マーフィージュニア	TroyMurphy Jr.	193
7	アンドリュー・ランダル	Andrew Randall	198
8	ジョシュ・ホーキンソン	Josh Hawkinson	208
9	ベンドラメ 礼生	Leo Vendrame	183
12	野﨑 零也	Reiya Nozaki	185
13	田中 大貴	Daiki Tanaka	193
14	狩野 富成	Toyoshige Kano	206
18	大庭 圭太郎	Keitaro Ohba	173
32	山内 盛久	Morihisa Yamauchi	175
40	トーマス・ウェルシュ	Thomas Welsh	213
43	永吉 佑也	Yuya Nagayoshi	198
77	大森 康瑛	Kouei Omori	194
0	ディディ・ロウザダ	Didi Louzada	196
